Message,Label,processed_text
"KAMPANYA: NT'de Harika Yari Yil Tatili Indirimleri! Asus Laptop 899TL, LG G3-32GB 1.169 TL, Samsung J5-4G 899TL, Samsung 7"" Tablet 259TL, 4 Cekirdek Tablet 159TL-- SMS iptal: http://nt.tc/g/Sa8LD7 Mersis No: 5144431354627526",spam,kampanya nt harika yari yil tatili indirimleri asus laptop tl lg gb tl samsung tl samsung tablet tl cekirdek tablet tl sm iptal mersis
I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,ham,know need get hotel got invitation apologise cali sweet come english bloke weddin
U come n search tat vid..not finishd..,ham,come search tat vid finishd
Bu bayram bir web siteniz olsun! Tüm Hosting paketleri simdi %50 INDIRIMLI son gün 8 Ekim www.isimtescil.net ? Iyi bayramlar,spam,bayram bir web siteniz olsun hosting paketleri simdi indirimli son gün ekim iyi bayramlar
Ben kadroluyum zaten Doktorodan sonra,ham,ben kadroluyum zaten doktorodan sonra
Are you this much buzy,ham,much buzy
RESMI TRI CARE Pin pemenang Anda_8JF2177 Medptkan 1/Unit TOYOTA YARIS U/Info Lanjut klik: www.gebyar3care.jimdo.com CS:021-80001234/089643122237,spam,resmi tri care pin pemenang anda jf medptkan unit toyota yaris info lanjut klik c
"HGS'nizi GARANTI'den alin, azaldikca otomatik yukleme ozelligiyle bakiyenizi biz takip edelim! Ustelik bakiye yuklemelerinize ucret odemeyin! HGS'nizi subeden hemen teslim alabilir veya internet subesinden basvurabilirsiniz.",spam,hg nizi garanti den alin azaldikca otomatik yukleme ozelligiyle bakiyenizi takip edelim ustelik bakiye yuklemelerinize ucret odemeyin hg nizi subeden hemen teslim alabilir internet subesinden basvurabilirsiniz
Lingkungan kerjanya berasap. Kalo gak ngerokok ya pada nge-vape gitu coba. Kan cowok semua banyaknya,ham,lingkungan kerjanya berasap kalo gak ngerokok pada nge vape gitu coba kan cowok semua banyaknya
Tüm ürünlerimizde ikinci ürüne %20 net indirim için son 1 hafta  Üstelik elden senetle sakın kaçırmayın 5464013854 Sms iptali için http://iptal.co/ITqyy,spam,ürünlerimizde ikinci ürüne net indirim son hafta üstelik elden senetle sakın kaçırmayın sm iptali
Guai... ÌÏ shd haf seen him when he's naughty... ÌÏ so free today? Can go jogging...,ham,guai shd haf seen naughty free today go jogging
Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms,spam,kirim ke bank bca rek andrianto djunaedi usahakan hari ini trm
Onur'a sorayım bi,ham,onur sorayım bi
"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",ham,carlos pick swing usf little bit
INDIRIM: Yeni yila ozel %25 INDIRIM firsati! Son gun 31 Aralik! SMS almak istemiyorsaniz TEFAL RET yazip 2924'e gonderebilirsiniz. Mersis No:0833003193000011,spam,indirim yeni yila ozel indirim firsati son gun aralik sm almak istemiyorsaniz tefal ret yazip gonderebilirsiniz mersis
Tamam hocam ;) ,ham,tamam hocam
"Kampanya, VakifBank Worldcard ile Emlak ve Cevre Temizlik Vergilerinizi faizsiz, masrafsiz 3000 TLye kadar 5 taksit, 3000 TL uzeri 2 taksitte odeyebilirsiniz. Hesap kesim tarihinden once 9 Hazirana kadar 4440724u aramaniz yeterli. ",spam,kampanya vakifbank worldcard emlak cevre temizlik vergilerinizi faizsiz masrafsiz tlye kadar taksit tl uzeri taksitte odeyebilirsiniz hesap kesim tarihinden hazirana kadar aramaniz yeterli
Tamam hocam :) :),ham,tamam hocam
Villa olursa sende ortak olurmusun fiyata,ham,villa olursa sende ortak olurmusun fiyata
"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",ham,nice wait texting right gon na pay ticket know
That's significant but dont worry.,ham,significant dont worry
Vena magazalarinda SON INDIRIM! Secili urunlerde ETIKETIN YARISI firsati basladi.SMS iptali icin VENARET yaz 7889'a gonder.Mersis no:0924004278000017,spam,vena magazalarinda son indirim secili urunlerde etiketin yarisi firsati basladi sm iptali icin venaret yaz gonder mersis
Iyi yapmissin değişiklik olmuştur  sanada :) 2 ay oldu zeynep abla,ham,iyi yapmissin değişiklik olmuştur sanada ay oldu zeynep abla
Iya put alat masak makan mah aku usahain ada,ham,iya put alat masak makan mah aku usahain ada
Oh thanks a lot..i already bought 2 eggs ..,ham,oh thanks lot already bought egg
"3000 TL limitli Avans Hesap icin son firsat! Bir imzaniz ile acilabilmesi icin subemize gelin, nakit sikintisi cekmeyin! Son gun 11 Mayis! Bilgi: 02522117030",spam,tl limitli avans hesap icin son firsat bir imzaniz acilabilmesi icin subemize gelin nakit sikintisi cekmeyin son gun mayis bilgi
PIZZA PIZZA'DAN ORTALIGI KARISTIRACAK FIYAT 2 ADET ORTABOY ORTAYA KARISIK PIZZA +1 ADET SARIMSAK SOS SADECE 19.90 TL! 44 44 500 ARA GELSIN !,spam,pizza pizza dan ortaligi karistiracak fiyat adet ortaboy ortaya karisik pizza adet sarimsak so sadece tl ara gelsin
Rahman gönül rahatlığı versin...,ham,rahman gönül rahatlığı versin
Sorry that was my uncle. I.ll keep in touch,ham,sorry uncle keep touch
I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham,yup izzit still raining heavily co mrt outside
CarrefourSA Kart ile bugunun firsatini kacirmayin! 27 Kasim'da tek seferde yapacaginiz 75TL ve uzeri alisverislerinize COCA COLA\ZERO,spam,carrefoursa kart bugunun firsatini kacirmayin kasim tek seferde yapacaginiz tl uzeri alisverislerinize coca cola zero
It shall be fine. I have avalarr now. Will hollalater,ham,shall fine avalarr hollalater
Ok,ham,ok
"FIRSAT:Money Dostu, tam senlik oldugunu dusundugumuz FILIZ OZEL LEZZETLER MAKARNA CESITLERI 350G 1,45TL!10-23 Aralik'ta Migrosta. Bilgi icin, 4441044. SMS almak istemiyorsaniz IPTAL yazip 7447'ye gonderin. MERSIS no: 0622052951300016",spam,firsat money dostu tam senlik oldugunu dusundugumuz filiz ozel lezzetler makarna cesitleri tl aralik ta migrosta bilgi icin sm almak istemiyorsaniz iptal yazip ye gonderin mersis
Evet :) ,ham,evet
Where u been hiding stranger?,ham,hiding stranger
Wishing you a wonderful week.,ham,wishing wonderful week
Siz evde yokken de degerli esyalariniz guvende olsun. Is Bankasi kiralik kasalarinda size ozel yaz kampanyasiyla %45'e varan indirim! www.isbank.com.tr/?issp=k9 Iletisim tercihlerinizi degistirmek icin:Internet Subesi veya 08507240724,spam,evde yokken degerli esyalariniz guvende olsun bankasi kiralik kasalarinda size ozel yaz kampanyasiyla varan indirim iletisim tercihlerinizi degistirmek icin internet subesi
Hahaha..use your brain dear,ham,hahaha use brain dear
Kampanya: Sn. KARA 32-100 gun vadeli 25.000-1.000.000TL arasi mevduatiniza ozel %12 Tanisma faiz orani firsati 1 Kasima kadar ESENYURT Subemizde. VakifBank MERSIS: 6233294113736392,spam,kampanya sn kara gun vadeli tl arasi mevduatiniza ozel tanisma faiz orani firsati kasima kadar esenyurt subemizde vakifbank mersis
K... Must book a not huh? so going for yoga basic on sunday?,ham,must book huh going yoga basic sunday
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham,wishing great day moji told offer always speechless offer easily go great length behalf stunning exam next friday keep touch sorry
"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",ham,sorry vikky watching olave mandara movie kano trishul theatre wit frnds
Az onceki perde kadar uzun mu olucak,ham,onceki perde kadar uzun olucak
"Bugune ozel LG G4 32 GB 1669 TL (LG TR garantili), 125 TL chip-para hediye! http://goo.gl/hJzvWP cikmak icin KLIKSA RET yaz 4933e yolla Mersis: 0564054884900014",spam,bugune ozel lg gb tl lg tr garantili tl chip para hediye cikmak icin kliksa ret yaz yolla mersis
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham,darling sister school resuming minimum wait period reapply take care
Boyner'de isaretli urunlerde %50'ye varan indirim! http://goo.gl/W4HvGa Son gun 31.01. Bilgi icin 4442967. Cikmak icin RET BOYNER yazip 5956'ya gonderin. Mersis no: 2969818352347142 Servis saglayici: Figensoft.,spam,boyner isaretli urunlerde ye varan indirim son gun bilgi icin cikmak icin ret boyner yazip gonderin mersis servis saglayici figensoft
"Haha... Sounds crazy, dunno can tahan anot...",ham,haha sound crazy dunno tahan anot
"Bu hafta sonu MOI Sahne'de Cuma saat 21.00 Ince Saz Konseri, Cumartesi saat 20.30 Tiyatro Kare Leyla'nin Evi Pazar saat 18.00 Mahser-i Cumbus! biletix.com ",spam,hafta sonu moi sahne cuma saat ince saz konseri cumartesi saat tiyatro kare leyla nin evi pazar saat mahser cumbus biletix com
Unlimited texts. Limited minutes.,ham,unlimited text limited minute
SOMESTiR FIRSATI! ALANYADA KAPALI HAVUZLU SAUNA HAMAMLI 5 YILDIZ HERSEYDAHiL OTELDE TATiL 4GECE 5GUN 230TL 0-14 YAS FREE +9TAKSiT 02425153000 www.goo.gl/DVaByc,spam,somestir firsati alanyada kapali havuzlu sauna hamamli yildiz herseydahil otelde tatil gece gun tl yas free taksit
"ASIMSIZ 1GB yazip 5555'e gonderin, ayda 19 TL'ye 1GB cepten internetin keyfini yasayin.Ustelik internetiniz bitince paketiniz dursun! Iptalde paket ucreti alinir.Tanitim iptali icin IPT,sadece SMS tanitim iptali icin IPT SMS yazip 7672'ye gonderin.",spam,asimsiz gb yazip gonderin ayda tl ye gb cepten internetin keyfini yasayin ustelik internetiniz bitince paketiniz dursun iptalde paket ucreti alinir tanitim iptali icin ipt sadece sm tanitim iptali icin ipt sm yazip ye gonderin
Paraf ile Teknosa'dan 750 TL ve uzeri alisverislere 75 TL ParafPara! Ustelik pesin fiyatina 9 taksitle. Son gun: 12 Aralik Detay: http://url.parafcard.com.tr/67,spam,paraf teknosa dan tl uzeri alisverislere tl parafpara ustelik pesin fiyatina taksitle son gun aralik detay
Anytime lor...,ham,anytime lor
How much u trying to get?,ham,much trying get
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham,wait still clear sure sarcastic want live u
Pls send me your address sir.,ham,pls send address sir
Ajakin ke soekarno hatta aja nama1 . Makan di eatboss soekarno hatta wkwkw,ham,ajakin ke soekarno hatta aja nama makan di eatboss soekarno hatta wkwkw
"PT. Pertamina persero menerima karyawan(i) Lulusan SMK, D1,D2,D3,S1&S2 kirim lamaran,CV,Ijazah,photo4x6 & notip ke email: pertaminareckrutment@ymail.com",spam,pt pertamina persero menerima karyawan lulusan smk kirim lamaran cv ijazah photo notip ke email pertaminareckrutment ymail com
Aduh aku ge ini pusing yg mau lamaran siapa yg nyari2 kebutuhan siapa,ham,aduh aku ge ini pusing yg mau lamaran siapa yg nyari kebutuhan siapa
"Dapatkan BONUS PULSA hg 50rb jika isi ulang di hari Minggu, isi ulang mulai dr 10rb. Ktk: GRATIS krm ke 123. Panduan: ketik PAN krm ke123. Cek bonus tekan*555*3#",spam,dapatkan bonus pulsa hg rb jika isi ulang di hari minggu isi ulang mulai dr rb ktk gratis krm ke panduan ketik pan krm ke cek bonus tekan
10-15 Subat arasi sevgililer gunune ozel en yeni urunler ve en uygun fiyatlar ile Harbiye Askeri Muze Outlet Hediyelik Esya fuarindayiz www.europirlanta.com,spam,subat arasi sevgililer gunune ozel yeni urunler uygun fiyatlar harbiye askeri muze outlet hediyelik esya fuarindayiz
Tamamdır ben konuştum tarayıp gönderecek hallediyorum şimdi :),ham,tamamdır ben konuştum tarayıp gönderecek hallediyorum şimdi
"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",ham,say fantastic chance anything need bigger life lift losing live think would first person die
10 tane yeterli olur sanırım,ham,tane yeterli olur sanırım
Yarın gelince ararım onları yazmışlarsa söylerler ;) Saolasın ;),ham,yarın gelince ararım onları yazmışlarsa söylerler saolasın
Am i that much bad to avoid like this?,ham,much bad avoid like
"Patah hatinya level tinggi, jd bisa quotes begitu put",ham,patah hatinya level tinggi jd bisa quote begitu put
SELAMAT: Anda T'rpilih L'ngsung M'ndptkan Hadiah Dr PT.TELKOMSEL Rp:75jt.U/INFO Hubungi pusat: 085245780079 Drs.H.MULYADI Pelaksana:TELKOMSEL,spam,selamat anda rpilih ngsung ndptkan hadiah dr pt telkomsel rp jt info hubungi pusat drs mulyadi pelaksana telkomsel
Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,ham,great getting worried know wonderful caring person like best life know wonderful god love
"Fena değildi, ilk filme göre iyi hatta",ham,fena değildi ilk filme göre iyi hatta
I am great princess! What are you thinking about me? :),ham,great princess thinking
Yarin elinizde olur dedi sözde bakalim sinir oldum,ham,yarin elinizde olur dedi sözde bakalim sinir oldum
Surly ill give it to you:-) while coming to review.,ham,surly ill give coming review
hiç iş yapmadık ama köy havası hem iyi geliyor hem yoruyor,ham,iş yapmadık köy havası iyi geliyor yoruyor
"Kampanya: VakifBank Worldcardla 27 Eylule kadar World uyesi gida, giyim, egitim, kirtasiye, kuyumda ilk 100TL sonrasi her 100TLye 10TL,maks 50TL Worldpuan.Katilim icin KAZAN yazip kart son 6 hanesini 6635e gonderin.Kampanya SMSi iptali icin VBRED yazip 6757ye gonderin.",spam,kampanya vakifbank worldcardla eylule kadar world uyesi gida giyim egitim kirtasiye kuyumda ilk tl sonrasi tlye tl mak tl worldpuan katilim icin kazan yazip kart son hanesini gonderin kampanya smsi iptali icin vbred yazip ye gonderin
Hey what are you doing. Y no reply pa..,ham,hey reply pa
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam,congratulation ur awarded cd voucher gift guaranteed free entry wkly draw txt music tncs
Hmm .. Bits and pieces lol ... *sighs* ...,ham,hmm bit piece lol sigh
Ok then i will come to ur home after half an hour,ham,ok come ur home half hour
VakifBank Worldcardla 31 Ocaka kadar sube veya 4440724 Telefon Bankaciligindan 5000TL NakiteTaksit kullanin aylik 607 TL taksitlerle 9 taksitte odeyin.,spam,vakifbank worldcardla ocaka kadar sube telefon bankaciligindan tl nakitetaksit kullanin aylik tl taksitlerle taksitte odeyin
Konuştum Hakan'la,ham,konuştum hakan la
I want to lick your pussy now...,ham,want lick pussy
Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,ham,co lar ba dao ok pm lor never ask go ah said would ask fri said ask today
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham,make cry stuff happens top everything else push edge underdtand often cry sorry sorry life
Sonunda bi yerde patlak verecek onun durumları ama du bakalım umarım biz zararlı çıkmayz... ,ham,sonunda bi yerde patlak verecek onun durumları du bakalım umarım zararlı çıkmayz
Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.,ham,lol gon na last month cashed left lt gt case collecting week cause announced blog
A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,ham,cute thought friendship necessary share every secret ur close frnd
"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \""""",ham,finally happened aftr decade beer cheaper petrol goverment expects u drink drive
"Sorry, I'll call later",ham,sorry call later
"Koroplast Firin Torbasi alin, sifreyi www.koroplastlazamankazan.com'a  girin ANINDA Kahve Dünyasindan kahve kazanin.Size özel bu firsat icin son gün 09 Mart!",spam,koroplast firin torbasi alin sifreyi girin aninda kahve dünyasindan kahve kazanin size özel firsat icin son gün mart
"Hiç haberleşmedik, Hayatında neler oluyor?",ham,haberleşmedik hayatında neler oluyor
"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",ham,im sorry bout last nite ur fault spouse pmt sumthin give think shldxxxx
selamat!anda mndptkan hadiah Cektunai Rp. 15jt dari INDOSAT pin_277fg49 U/info pengambilan hadiah.kunjungi website indosat www.gebyar-poinindosat.blogspot.com,spam,selamat anda mndptkan hadiah cektunai rp jt dari indosat pin fg info pengambilan hadiah kunjungi website indosat
